"zone","state","lga","sector","ea","hhid","s9q29a","s9q29b","s9q29c","s9q30a","s9q30b","s9q30c"
3,20,2013,2,1232,200157,,,,72,83,92
3,20,2013,2,1232,200158,,,,61,71,72
3,20,2013,2,1232,200159,,,,63,81,83
3,20,2013,2,1232,200160,,,,72,83,92
3,20,2028,2,498,200161,,,,92,101,72
3,20,2028,2,498,200162,,,,72,75,71
3,20,2028,2,498,200163,,,,92,72,83
3,20,2028,2,498,200164,82,71,73,,,
3,20,2028,2,498,200165,73,83,113,,,
3,20,2028,2,498,200166,72,92,101,,,
3,20,2028,2,498,200167,82,81,83,,,
3,20,2028,2,498,200168,71,74,81,,,
3,20,2028,2,498,200169,,,,101,92,72
3,20,2028,2,498,200170,,,,73,74,83
3,20,2012,1,844,200181,,,,92,101,83
3,20,2012,1,844,200182,,,,73,72,64
3,20,2012,1,844,200183,,,,72,,
3,20,2012,1,844,200184,81,82,83,,,
3,20,2012,1,844,200185,,,,72,82,71
3,20,2012,1,844,200186,,,,73,91,71
3,20,2012,1,844,200187,,,,101,92,72
3,20,2012,1,844,200188,,,,73,81,83
3,20,2012,1,844,200189,,,,92,101,72
3,20,2012,1,844,200190,,,,83,82,81
3,21,2106,2,2822,210001,71,73,83,,,
3,21,2106,2,2822,210002,92,111,71,,,
3,21,2106,2,2822,210003,71,111,131,,,
3,21,2106,2,2822,210004,63,73,71,,,
3,21,2106,2,2822,210005,,,,,,
3,21,2106,2,2822,210006,,,,111,121,132
3,21,2106,2,2822,210007,111,122,,,,
3,21,2106,2,2822,210008,71,73,82,,,
3,21,2106,2,2822,210009,,,,,,
3,21,2106,2,2822,210010,,,,,,
3,21,2106,2,236,210011,,,,,,
3,21,2106,2,236,210012,63,82,83,,,
3,21,2106,2,236,210013,71,92,111,,,
3,21,2106,2,236,210014,,,,,,
3,21,2106,2,236,210015,71,73,91,,,
3,21,2106,2,236,210016,,,,,,
3,21,2106,2,0,210017,71,111,132,,,
3,21,2106,2,236,210018,13,11,,,,
3,21,2106,2,236,210019,,,,,,
3,21,2106,2,236,210020,,,,71,101,111
3,21,2109,2,38,210021,,,,,,
3,21,2109,2,38,210022,,,,,,
3,21,2109,2,38,210023,12,41,63,,,
3,21,2109,2,38,210024,111,63,71,,,
3,21,2109,2,38,210025,71,72,111,,,
3,21,2109,2,38,210026,71,72,111,,,
3,21,2109,2,38,210027,71,72,,,,
3,21,2109,2,38,210028,71,72,81,,,
3,21,2109,2,38,210029,61,71,72,,,
3,21,2109,2,38,210030,61,71,72,,,
3,21,2119,2,3956,210031,,,,111,83,101
3,21,2119,2,3956,210032,,,,111,93,83
3,21,2119,2,3956,210033,,,,71,72,73
3,21,2119,2,3956,210034,,,,,,
3,21,2119,2,3956,210035,61,62,81,,,
3,21,2119,2,3956,210036,71,72,61,,,
3,21,2119,2,3956,210037,71,72,111,,,
3,21,2119,2,3956,210038,111,93,92,,,
3,21,2119,2,3956,210039,,,,83,111,101
3,21,2119,2,3956,210040,111,62,93,,,
3,21,2119,2,2146,210041,82,111,83,,,
3,21,2119,2,2146,210042,,,,71,72,61
3,21,2119,2,2146,210043,111,81,92,,,
3,21,2119,2,2146,210044,61,62,63,,,
3,21,2119,2,2146,210045,111,92,101,,,
3,21,2119,2,2146,210046,111,82,83,,,
3,21,2119,2,2146,210047,71,72,61,,,
3,21,2119,2,2146,210048,61,62,71,,,
3,21,2119,2,2146,210049,61,81,82,,,
3,21,2119,2,2146,210050,111,83,81,,,
3,21,2115,2,926,210051,,,,111,83,82
3,21,2115,2,926,210052,111,93,92,,,
3,21,2115,2,926,210053,,,,111,71,92
3,21,2115,2,926,210054,,,,83,111,82
3,21,2115,2,926,210055,71,72,73,,,
3,21,2115,2,926,210056,71,72,73,,,
3,21,2115,2,926,210057,71,72,73,,,
3,21,2115,2,926,210058,,,,,,
3,21,2115,2,926,210060,61,62,71,,,
3,21,2117,2,554,210061,111,83,82,,,
3,21,2117,2,554,210062,111,83,82,,,
3,21,2117,2,554,210063,83,111,82,,,
3,21,2117,2,554,210064,61,71,72,,,
3,21,2117,2,554,210065,71,72,73,,,
3,21,2117,2,554,210066,71,72,73,,,
3,21,2117,2,554,210067,,,,,,
3,21,2117,2,554,210068,,,,,,
3,21,2117,2,554,210069,111,92,83,,,
3,21,2117,2,554,210070,11,92,61,,,
3,21,2108,1,520,210071,71,72,81,,,
3,21,2108,1,520,210072,83,101,111,,,
3,21,2108,1,520,210073,43,72,91,,,
3,21,2108,1,520,210074,61,62,71,,,
3,21,2108,1,520,210075,71,111,83,,,
3,21,2108,1,520,210076,71,72,111,,,
3,21,2108,1,520,210077,,,,,,
3,21,2108,1,520,210078,,,,,,
3,21,2108,1,520,210079,63,71,81,,,
3,21,2108,1,520,210080,11,,,,,
3,21,2102,2,1124,210081,61,71,72,,,
3,21,2102,2,1124,210082,12,31,21,,,
3,21,2102,2,1124,210083,31,33,64,,,
3,21,2102,2,1124,210084,83,82,111,,,
3,21,2102,2,1124,210085,111,83,82,,,
3,21,2102,2,1124,210086,111,83,82,,,
3,21,2102,2,1124,210087,22,21,13,,,
3,21,2102,2,1124,210088,61,62,63,,,
3,21,2102,2,1124,210089,61,62,63,,,
3,21,2102,2,1124,210090,71,72,73,,,
3,21,2111,2,180,210091,21,22,61,,,
3,21,2111,2,180,210092,71,72,73,,,
3,21,2111,2,180,210093,71,72,73,,,
3,21,2111,2,180,210094,71,72,111,,,
3,21,2111,2,180,210095,111,83,82,,,
3,21,2111,2,180,210096,83,82,111,,,
3,21,2111,2,180,210097,11,71,72,,,
3,21,2111,2,180,210098,11,12,61,,,
3,21,2111,2,180,210099,31,62,42,,,
3,21,2111,2,180,210100,111,83,82,,,
1,22,2211,1,806,220001,12,62,71,,,
1,22,2211,1,806,220002,11,62,71,,,
1,22,2211,1,0,220003,12,83,,,,
1,22,2211,1,806,220004,83,132,,,,
1,22,2211,1,806,220005,11,32,75,,,
1,22,2211,1,806,220006,13,23,72,,,
1,22,2211,1,806,220007,83,,,,,
1,22,2211,1,806,220008,11,21,64,,,
1,22,2211,1,806,220009,,,,43,75,
1,22,2211,1,806,220010,63,83,81,,,
1,22,2211,2,594,220011,,,,71,72,73
1,22,2211,2,594,220012,,,,11,71,101
1,22,2211,2,594,220013,,,,71,91,111
1,22,2211,2,594,220014,,,,81,,
1,22,2211,2,594,220015,83,81,,,,
1,22,2211,2,594,220016,64,83,,,,
1,22,2211,2,594,220017,11,12,13,,,
1,22,2211,2,594,220018,11,23,43,,,
1,22,2211,2,594,220019,11,12,13,,,
1,22,2211,2,594,220020,83,21,81,,,
1,22,2216,1,428,220021,81,,,,,
1,22,2216,1,428,220022,12,32,62,,,
1,22,2216,1,428,220023,12,82,101,,,
1,22,2216,1,428,220024,,,,21,,
1,22,2216,1,428,220025,,,,13,72,83
1,22,2216,1,428,220026,75,71,83,,,
1,22,2216,1,428,220027,83,21,,,,
1,22,2216,1,428,220028,82,,,,,
1,22,2216,1,428,220029,83,11,31,,,
1,22,2216,1,428,220030,,,,111,91,
1,22,2201,2,0,220031,83,81,71,,,
1,22,2201,2,422,220032,61,83,132,,,
1,22,2201,2,422,220033,12,71,,,,
1,22,2201,2,422,220034,,,,11,81,
1,22,2201,2,422,220035,71,111,83,,,
1,22,2201,2,422,220036,11,12,13,,,
1,22,2201,2,422,220037,81,71,111,,,
1,22,2201,2,422,220038,12,13,22,,,
1,22,2201,2,422,220039,64,132,83,,,
1,22,2201,2,422,220040,83,71,,,,
1,22,2209,1,792,220041,71,75,113,,,
1,22,2209,1,792,220042,11,22,33,,,
1,22,2209,1,792,220043,73,,,,,
1,22,2209,1,792,220044,31,62,83,,,
1,22,2209,1,792,220045,,,,71,,
1,22,2209,1,792,220046,11,33,61,,,
1,22,2209,1,792,220047,73,13,,,,
1,22,2209,1,792,220048,131,81,83,,,
1,22,2209,1,792,220049,83,63,,,,
1,22,2209,1,792,220050,12,73,,,,
1,22,2220,1,1296,220051,,,,71,,
1,22,2220,1,1296,220052,81,61,83,,,
1,22,2220,1,1296,220053,11,22,23,,,
1,22,2220,1,1296,220054,11,,,,,
1,22,2220,1,1296,220055,11,62,81,,,
1,22,2220,1,1296,220056,71,83,72,,,
1,22,2220,1,1296,220057,11,22,43,,,
1,22,2220,1,1296,220058,71,,,,,
1,22,2220,1,1296,220059,11,21,32,,,
1,22,2220,1,1296,220060,81,62,83,,,
1,22,2205,2,2432,220061,11,22,33,,,
1,22,2205,2,2432,220062,11,,,,,
1,22,2205,2,2432,220063,71,83,,,,
1,22,2205,2,2432,220064,81,11,83,,,
1,22,2205,2,2432,220065,83,81,,,,
1,22,2205,2,2432,220066,71,81,83,,,
1,22,2205,2,2432,220067,11,21,32,,,
1,22,2205,2,2432,220068,,,,,,
1,22,2205,2,2432,220069,12,22,31,,,
1,22,2205,2,2432,220070,11,63,74,,,
1,22,2205,2,664,220071,11,,,,,
1,22,2205,2,664,220072,81,83,,,,
1,22,2205,2,664,220073,11,73,,,,
1,22,2205,2,664,220074,83,81,62,,,
1,22,2205,2,664,220075,11,61,81,,,
1,22,2205,2,664,220076,11,21,31,,,
1,22,2205,2,664,220077,12,22,41,,,
1,22,2205,2,664,220078,11,21,71,,,
1,22,2205,2,664,220079,81,62,83,,,
1,22,2205,2,664,220080,83,,,,,
1,22,2214,2,1354,220081,83,81,91,,,
1,22,2214,2,1354,220082,42,,,,,
1,22,2214,2,1354,220083,81,83,,,,
1,22,2214,2,1354,220084,11,22,72,,,
1,22,2214,2,1354,220085,,,,74,111,11
1,22,2214,2,1354,220087,62,71,91,,,
1,22,2214,2,1354,220088,,,,32,71,
1,22,2214,2,1354,220089,11,21,41,,,
1,22,2214,2,1354,220090,11,101,,,,
1,22,2218,2,596,220091,62,,,,,
1,22,2218,2,596,220092,81,62,83,,,
1,22,2218,2,596,220093,83,62,81,,,
1,22,2218,2,596,220094,32,,,,,
1,22,2218,2,596,220095,,,,81,71,62
1,22,2218,2,596,220096,12,23,31,,,
1,22,2218,2,596,220097,,,,71,72,73
1,22,2218,2,596,220098,11,22,42,,,
1,22,2218,2,596,220099,,,,83,,
1,22,2218,2,596,220100,61,72,,,,
1,22,2203,2,530,220101,11,111,,,,
1,22,2203,2,530,220102,62,91,83,,,
1,22,2203,2,0,220103,72,83,,,,
1,22,2203,2,530,220104,82,83,62,,,
1,22,2203,2,530,220105,114,21,,,,
1,22,2203,2,530,220106,62,83,,,,
1,22,2203,2,530,220107,11,22,,,,
1,22,2203,2,530,220108,11,22,31,,,
1,22,2203,2,530,220109,72,81,,,,
1,22,2203,2,530,220110,11,22,42,,,
1,22,2203,2,266,220111,41,83,,,,
1,22,2203,2,266,220112,43,63,31,,,
1,22,2203,2,266,220113,11,23,42,,,
1,22,2203,2,266,220114,81,83,71,,,
1,22,2203,2,266,220115,13,12,83,,,
1,22,2203,2,266,220116,,,,31,11,
1,22,2203,2,266,220117,83,31,,,,
1,22,2203,2,266,220118,12,41,71,,,
1,22,2203,2,266,220119,81,71,,,,
1,22,2203,2,266,220120,71,81,62,,,
1,23,2308,1,5180,230001,71,72,,,,
1,23,2308,1,5180,230002,83,92,71,,,
1,23,2308,1,5180,230003,71,,,,,
1,23,2308,1,5180,230004,31,13,,,,
1,23,2308,1,5180,230005,31,61,63,,,
1,23,2308,1,5180,230006,83,72,63,,,
1,23,2308,1,5180,230007,64,,,,,
1,23,2308,1,5180,230008,63,83,,,,
1,23,2308,1,5180,230009,72,,,,,
1,23,2307,1,2316,230011,83,92,,,,
1,23,2307,1,2316,230013,13,,,,,
1,23,2307,1,2316,230014,92,93,,,,
1,23,2307,1,2316,230015,63,61,83,,,
1,23,2307,1,2316,230016,12,13,62,,,
1,23,2307,1,2316,230017,63,61,73,,,
1,23,2307,1,2316,230018,83,63,,,,
1,23,2307,1,2316,230019,71,83,,,,
1,23,2307,1,2316,230020,63,83,131,,,
1,23,2307,1,78,230022,92,73,,,,
1,23,2307,1,78,230023,83,92,,,,
1,23,2307,1,78,230024,83,,,,,
1,23,2307,1,78,230025,71,73,63,,,
1,23,2307,1,78,230026,62,31,,,,
1,23,2307,1,78,230027,11,13,62,,,
1,23,2307,1,78,230028,71,72,73,,,
1,23,2307,1,78,230029,12,13,83,,,
1,23,2307,1,78,230030,83,92,,,,
1,23,2306,1,970,230031,83,63,,,,
1,23,2306,1,970,230032,71,72,73,,,
1,23,2306,1,970,230033,13,12,73,,,
1,23,2306,1,970,230035,72,83,,,,
1,23,2306,1,970,230036,72,73,63,,,
1,23,2306,1,970,230038,13,83,63,,,
1,23,2306,1,970,230039,63,74,,,,
1,23,2306,1,970,230040,83,92,,,,
1,23,2308,1,556,230041,11,13,83,,,
1,23,2308,1,556,230042,72,71,,,,
1,23,2308,1,556,230043,83,92,,,,
1,23,2308,1,556,230044,63,,,,,
1,23,2308,1,556,230045,63,62,83,,,
1,23,2308,1,556,230046,71,92,,,,
1,23,2308,1,556,230047,83,92,,,,
1,23,2308,1,556,230048,92,73,,,,
1,23,2308,1,556,230049,71,72,,,,
6,29,2906,1,0,230050,31,63,71,,,
1,23,2315,2,924,230051,12,72,,,,
1,23,2315,2,924,230052,,,,,,
1,23,2315,2,924,230053,71,72,83,,,
1,23,2315,2,924,230054,72,73,74,,,
1,23,2315,2,924,230056,72,71,73,,,
1,23,2315,2,924,230057,12,92,,,,
1,23,2315,2,924,230058,62,64,,,,
1,23,2315,2,924,230059,,,,12,13,61
1,23,2315,2,924,230060,,,,11,13,101
1,23,2309,2,998,230061,,,,72,81,63
1,23,2309,2,998,230062,,,,63,62,72
1,23,2309,2,998,230063,,,,61,92,
1,23,2309,2,998,230064,,,,71,72,
1,23,2309,2,998,230065,72,92,,,,
1,23,2309,2,998,230066,11,61,62,,,
1,23,2305,2,0,230067,,,,72,92,
1,23,2309,2,998,230068,,,,72,62,63
1,23,2309,2,998,230069,,,,72,82,
1,23,2309,2,998,230070,,,,61,83,11
1,23,2304,2,322,230071,61,11,13,,,
1,23,2304,2,322,230072,71,74,63,,,
1,23,2304,2,322,230073,72,73,83,,,
1,23,2304,2,322,230074,73,72,,,,
1,23,2313,1,0,230075,73,63,83,,,
1,23,2304,2,322,230076,72,81,62,,,
1,23,2304,2,322,230077,71,92,,,,
1,23,2304,2,322,230078,64,72,,,,
1,23,2304,2,322,230079,12,83,,,,
1,23,2304,2,322,230080,11,62,63,,,
1,23,2311,2,516,230081,63,62,72,,,
1,23,2311,2,516,230083,61,63,83,,,
1,23,2311,2,516,230084,61,83,,,,
1,23,2311,2,516,230085,61,62,83,,,
1,23,2311,2,516,230086,12,83,92,,,
1,23,2311,2,516,230087,62,61,63,,,
6,29,2916,1,0,230088,12,71,63,,,
1,23,2311,2,516,230089,12,92,,,,
1,23,2311,2,516,230090,72,91,62,,,
1,23,2302,2,1982,230091,61,62,11,,,
1,23,2302,2,1982,230092,61,62,81,,,
1,23,2302,2,1982,230093,,,,61,63,71
1,23,2302,2,1982,230095,31,81,,,,
1,23,2302,2,1982,230097,61,62,21,,,
1,23,2302,2,1982,230098,,,,92,,
1,23,2302,2,1982,230099,32,83,,,,
1,23,2316,1,140,230101,73,83,,,,
1,23,2316,1,140,230102,,,,71,,
1,23,2316,1,140,230103,83,92,,,,
1,23,2316,1,140,230104,83,12,13,,,
1,23,2316,1,140,230105,72,62,63,,,
1,23,2316,1,140,230106,83,92,,,,
1,23,2316,1,140,230108,61,64,83,,,
1,23,2316,1,140,230109,62,63,72,,,
1,23,2316,1,140,230110,61,63,83,,,
1,23,2303,2,2348,230111,63,72,,,,
1,23,2303,2,2348,230112,11,13,83,,,
1,23,2303,2,2348,230113,,,,74,,
1,23,2303,2,2348,230114,62,63,72,,,
1,23,2303,2,2348,230115,61,63,83,,,
1,23,2303,2,2348,230116,83,,,,,
1,23,2303,2,2348,230117,62,61,81,,,
1,23,2303,2,2348,230118,63,92,,,,
1,23,2303,2,2348,230119,62,72,92,,,
1,23,2303,2,2348,230120,12,93,,,,
6,24,2415,1,696,240001,12,83,82,,,
6,24,2415,1,696,240002,81,83,12,,,
6,24,2415,1,696,240003,83,13,71,,,
6,24,2415,1,696,240004,,,,12,13,71
6,24,2415,1,0,240005,83,121,21,,,
6,24,2415,1,696,240006,13,71,63,,,
6,24,2415,1,696,240007,72,83,93,,,
6,27,2715,1,0,240008,83,92,132,,,
6,24,2403,1,1588,240011,71,11,,,,
6,24,2403,1,1588,240012,,,,73,92,91
6,24,2403,1,1588,240013,61,71,,,,
6,27,2703,1,0,240014,61,71,72,,,
6,24,2403,1,0,240015,62,92,,,,
6,24,2403,1,0,240016,,,,71,72,
6,24,2403,1,1588,240017,13,63,72,,,
6,27,2707,1,0,240018,,,,,,
6,24,2403,1,0,240020,12,61,,,,
6,24,2403,1,3592,240021,13,63,92,,,
6,24,2403,1,3592,240022,61,72,92,,,
6,24,2403,1,3592,240024,13,12,63,,,
6,24,2403,1,3592,240027,13,63,92,,,
6,27,2703,1,0,240028,,,,,,
6,24,2403,1,3592,240030,72,71,,,,
6,24,2403,1,674,240031,132,101,83,,,
6,24,2403,1,674,240032,61,62,81,,,
6,24,2403,1,674,240033,12,83,81,,,
6,24,2403,1,674,240035,83,82,81,,,
6,27,2707,1,0,240036,63,64,,,,
6,24,2403,1,674,240038,13,12,131,,,
6,24,2403,1,674,240039,,,,61,13,71
6,24,2403,1,674,240040,83,93,92,,,
6,24,2401,1,766,240041,72,71,,,,
6,24,2401,1,0,240042,23,62,92,,,
6,27,2707,1,0,240043,83,92,,,,
6,24,2401,1,766,240044,92,93,91,,,
6,24,2401,1,766,240045,63,81,,,,
6,24,2401,1,766,240047,74,73,72,,,
6,24,2401,1,766,240048,13,72,92,,,
6,24,2403,1,0,240049,13,74,92,,,
6,24,2401,1,766,240050,71,73,,,,
6,24,2403,1,7586,240051,61,91,,,,
6,24,2403,1,7586,240052,71,72,,,,
6,24,2403,1,7586,240053,63,81,92,,,
6,24,2403,1,7586,240055,13,23,63,,,
6,24,2403,1,0,240056,,,,72,73,123
6,24,2403,1,7586,240057,63,81,13,,,
6,24,2403,1,7586,240058,,,,71,72,73
6,24,2403,1,7586,240059,13,63,83,,,
6,24,2403,1,7586,240060,71,72,,,,
6,24,2420,1,402,240061,,,,71,72,
6,24,2420,1,402,240062,,,,71,72,
6,24,2403,1,0,240064,,,,73,71,72
6,24,2420,1,402,240065,63,71,81,,,
6,24,2420,1,402,240066,,,,71,72,
6,24,2420,1,402,240067,63,13,81,,,
6,24,2420,1,402,240068,13,33,63,,,
6,24,2420,1,402,240070,12,13,63,,,
6,24,2418,1,1770,240071,83,72,132,,,
6,24,2418,1,1770,240072,13,63,12,,,
6,24,2418,1,1770,240073,11,81,63,,,
6,24,2418,1,1770,240074,,,,72,73,12
6,24,2418,1,1770,240075,62,83,12,,,
6,24,2418,1,0,240076,,,,72,71,12
6,24,2418,1,1770,240077,71,83,81,,,
6,24,2406,1,0,240078,83,12,71,,,
6,24,2418,1,1770,240079,12,13,132,,,
6,24,2418,1,1770,240080,62,83,131,,,
6,24,2420,1,0,240081,13,63,81,,,
6,24,2419,1,330,240083,83,13,12,,,
6,24,2419,1,330,240084,33,71,83,,,
6,24,2419,1,330,240085,71,83,12,,,
6,24,2419,1,330,240086,13,83,132,,,
6,24,2419,1,330,240087,61,81,83,,,
6,24,2419,1,330,240088,83,12,13,,,
6,24,2419,1,330,240089,83,71,131,,,
6,24,2419,1,330,240090,11,83,71,,,
6,24,2412,1,2798,240091,63,81,71,,,
6,24,2412,1,2798,240092,83,73,,,,
6,24,2412,1,2798,240094,62,132,,,,
6,24,2412,1,2798,240095,132,71,64,,,
6,24,2412,1,2798,240096,,,,72,71,83
6,24,2412,1,2798,240097,72,73,71,,,
6,24,2412,1,2798,240098,73,83,81,,,
6,24,2412,1,2798,240099,71,73,75,,,
6,24,2412,1,2798,240100,,,,11,13,12
6,24,2417,1,112,240101,72,73,62,,,
6,24,2417,1,112,240102,72,71,,,,
6,24,2417,1,112,240103,13,63,73,,,
6,24,2417,1,112,240104,72,73,,,,
6,24,2417,1,112,240105,71,73,63,,,
6,24,2417,1,112,240106,23,63,92,,,
6,24,2417,1,112,240107,111,121,,,,
6,24,2417,1,112,240108,73,72,63,,,
6,24,2417,1,112,240109,81,63,73,,,
6,24,2417,1,112,240110,71,72,75,,,
6,24,2405,1,134,240111,13,63,73,,,
6,24,2405,1,134,240112,75,71,,,,
6,24,2405,1,134,240113,61,,,,,
6,24,2405,1,134,240114,63,71,83,,,
6,24,2405,1,134,240115,63,81,,,,
6,24,2405,1,134,240116,72,71,,,,
6,24,2405,1,0,240117,13,31,63,,,
6,24,2405,1,134,240118,,,,71,73,72
6,24,2405,1,134,240119,13,33,63,,,
1,22,2201,2,0,240120,,,,,,
6,24,2413,1,306,240122,12,13,83,,,
6,24,2413,1,306,240123,83,82,81,,,
6,24,2413,1,306,240124,13,12,63,,,
6,24,2413,1,306,240125,,,,12,13,83
6,27,2715,1,0,240126,73,75,61,,,
6,24,2413,1,306,240127,12,131,81,,,
6,24,2413,1,306,240128,13,12,71,,,
6,24,2413,1,306,240129,92,83,,,,
6,24,2417,1,924,240131,83,12,61,,,
6,24,2417,1,924,240132,11,13,92,,,
6,24,2417,1,924,240133,,,,71,83,132
6,27,2703,1,0,240135,71,72,83,,,
6,24,2417,1,924,240136,62,81,121,,,
6,24,2417,1,924,240137,83,132,92,,,
6,24,2417,1,924,240138,11,12,61,,,
6,24,2417,1,924,240139,62,83,92,,,
6,24,2417,1,924,240140,81,61,13,,,
6,28,2802,2,0,240141,,,,83,81,
6,24,2408,1,2074,240142,63,81,71,,,
6,24,2408,1,2074,240143,12,13,62,,,
6,24,2408,1,0,240144,12,61,83,,,
6,24,2408,1,2074,240145,61,13,83,,,
6,24,2408,1,2074,240146,13,12,71,,,
6,24,2408,1,2074,240147,12,13,131,,,
6,24,2408,1,0,240148,12,72,83,,,
6,24,2408,1,2074,240149,61,62,82,,,
6,24,2408,1,2074,240150,12,83,132,,,
6,27,2702,1,0,240151,91,92,,,,
6,13,1316,1,0,240152,,,,,,
6,24,2411,1,788,240153,63,72,81,,,
6,24,2411,1,788,240154,13,33,63,,,
6,24,2405,1,0,240155,72,73,,,,
6,24,2411,1,788,240157,72,71,74,,,
6,24,2410,1,0,240158,13,12,93,,,
6,24,2407,2,396,240161,61,81,83,,,
6,24,2407,2,396,240162,,,,71,72,64
6,24,2407,2,396,240163,,,,71,13,
6,24,2407,2,396,240164,72,71,,,,
6,24,2407,2,396,240165,83,92,12,,,
6,24,2407,2,396,240166,12,13,83,,,
6,24,2407,2,396,240167,13,71,81,,,
6,24,2407,2,396,240168,13,63,71,,,
6,24,2407,2,396,240169,71,72,,,,
6,24,2407,2,396,240170,,,,13,63,72
1,25,2508,1,2788,250001,71,83,,,,
1,25,2508,1,2788,250002,71,83,,,,
1,25,2508,1,2788,250003,72,71,,,,
1,25,2508,1,2788,250004,71,72,83,,,
1,25,2508,1,2788,250005,72,71,,,,
1,25,2508,1,2788,250006,,,,83,71,
1,25,2508,1,2788,250007,83,,,,,
1,25,2508,1,2788,250008,71,73,83,,,
1,25,2508,1,2788,250009,72,71,,,,
1,25,2508,1,2788,250010,83,71,,,,
1,25,2504,2,222,250011,71,81,,,,
1,25,2504,2,222,250012,71,81,,,,
1,25,2504,2,0,250013,62,72,83,,,
1,25,2504,2,222,250014,83,71,,,,
1,25,2504,2,222,250015,,,,83,,
1,25,2504,2,222,250016,,,,71,72,
1,25,2504,2,222,250017,83,,,,,
1,25,2504,2,222,250018,61,83,,,,
1,25,2504,2,222,250019,,,,71,81,
1,25,2504,2,222,250020,71,83,73,,,
1,25,2509,2,248,250021,72,83,,,,
1,25,2509,2,248,250022,81,83,,,,
1,25,2509,2,248,250023,71,91,,,,
1,25,2509,2,248,250024,83,,,,,
1,25,2509,2,248,250025,83,,,,,
1,25,2509,2,248,250026,72,83,,,,
1,25,2509,2,248,250027,,,,72,71,
1,25,2509,2,248,250028,82,71,,,,
1,25,2509,2,248,250029,82,71,,,,
1,25,2509,2,248,250030,,,,72,71,
1,25,2507,2,814,250031,,,,,,
1,25,2507,2,814,250032,,,,71,72,
1,25,2507,2,814,250033,71,72,,,,
1,25,2507,2,814,250034,,,,,,
1,25,2507,2,814,250035,71,83,,,,
1,25,2507,2,814,250036,,,,72,71,
1,25,2507,2,814,250037,81,71,72,,,
1,25,2507,2,814,250038,72,83,,,,
1,25,2507,2,814,250039,83,,,,,
1,25,2507,2,814,250040,,,,,,
1,25,2513,2,128,250041,,,,71,72,
1,25,2513,2,128,250042,,,,71,,
1,25,2513,2,128,250043,,,,,,
1,25,2513,2,128,250044,,,,,,
1,25,2513,2,128,250045,71,72,,,,
1,25,2513,2,128,250046,,,,71,72,73
1,25,2513,2,128,250047,,,,71,72,
1,25,2513,2,128,250048,83,,,,,
1,25,2513,2,128,250049,,,,83,,
1,25,2513,2,128,250050,63,81,,,,
1,22,2201,2,0,250052,,,,31,11,62
1,25,2502,2,728,250053,,,,71,81,
1,25,2502,2,728,250054,,,,71,72,83
1,25,2502,2,728,250055,81,71,,,,
1,25,2502,2,728,250056,,,,72,,
1,25,2503,2,0,250057,71,83,,,,
1,25,2502,2,728,250059,,,,71,72,
1,25,2502,2,728,250060,81,72,,,,
1,25,2511,2,1424,250061,11,83,,,,
1,25,2511,2,1424,250062,72,83,,,,
1,25,2511,2,1424,250063,83,,,,,
1,25,2511,2,1424,250064,83,71,81,,,
1,25,2511,2,0,250066,71,83,,,,
1,25,2511,2,1424,250067,63,72,101,,,
1,25,2511,2,1424,250068,11,72,,,,
3,33,3304,2,0,250069,,,,61,81,63
1,25,2511,2,1424,250070,12,111,114,,,
1,26,2606,1,516,260001,71,74,111,,,
1,7,707,2,0,260002,72,73,74,,,
1,26,2606,1,516,260003,62,92,,,,
1,26,2606,1,516,260004,73,92,62,,,
1,26,2606,1,516,260005,71,72,83,,,
1,26,2606,1,516,260006,,,,75,92,72
1,26,2606,1,516,260007,,,,92,72,
1,26,2606,1,516,260008,62,92,132,,,
1,26,2606,1,516,260009,72,83,92,,,
1,26,2606,1,516,260010,63,64,71,,,
1,26,2623,2,1688,260011,63,71,,,,
1,26,2623,2,1688,260012,61,62,63,,,
1,26,2623,2,1688,260013,12,92,,,,
1,26,2623,2,1688,260014,13,71,,,,
1,26,2623,2,1688,260015,61,72,82,,,
1,26,2623,2,1688,260016,72,82,63,,,
1,26,2623,2,1688,260017,72,63,82,,,
1,26,2623,2,1688,260018,71,92,111,,,
1,26,2623,2,1688,260019,72,81,92,,,
1,26,2623,2,1688,260020,72,63,82,,,
1,26,2618,2,1276,260021,62,92,,,,
1,26,2618,2,1276,260022,,,,92,62,71
1,26,2618,2,1276,260023,62,82,,,,
1,26,2618,2,1276,260024,,,,72,62,81
1,26,2618,2,1276,260025,,,,72,92,111
1,26,2618,2,1276,260026,,,,71,81,92
1,26,2618,2,1276,260027,,,,71,81,91
1,26,2618,2,1276,260028,,,,71,62,92
1,26,2618,2,1276,260029,71,62,132,,,
1,26,2618,2,1276,260030,71,83,,,,
1,26,2618,2,494,260031,83,73,63,,,
1,26,2618,2,494,260032,63,72,,,,
1,26,2618,2,494,260033,61,81,92,,,
1,26,2618,2,494,260034,11,61,71,,,
1,26,2618,2,494,260035,72,83,62,,,
1,26,2618,2,494,260036,63,91,92,,,
1,26,2618,2,494,260037,,,,61,72,91
1,26,2618,2,494,260038,63,131,92,,,
1,26,2618,2,494,260039,,,,71,72,81
1,26,2618,2,494,260040,,,,81,72,71
1,26,2621,1,940,260041,,,,71,72,92
1,26,2621,1,940,260042,,,,101,72,82
1,26,2621,1,940,260043,72,101,81,,,
1,26,2621,1,940,260044,,,,63,82,72
1,26,2621,1,940,260045,62,12,92,,,
